Owned By Check,Owned Name,Postal,Unique ID,Notes,House Name,MLO/SHELL/IPL,Shell Name,MLO Name,Rental/Mortgage,Downpayment,Total Value or Daily Rent Price,Current Mortgage Remaining,Last Login Date,Property Tax Missed,TBX Only,TBX Cost,Numb,Personal Garage,Shell Yard,Storage Count,Buisness lookup
AFF96470,David Omalley,3028,41338.0,,The Cardboard Times office 1,shell,"""shell_frankaunt""",,Rent,$0.00,"$2,500.00",RENTAL PROPERTY,9/16/2025 5:45:17,0,False,,,❌,❌,10,
,,3034,41759.0,,Stab City Trailer E,shell,"""shell_trailer""",,Sale,"$3,500.00","$70,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Del,42072.0,,del perro heights #203,shell,"""k4_hotel3_shell""",,Rent,$0.00,"$1,800.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
G7P8W88L,Kyle Elmore,9154,42098.0,,9154 Jamestown Street,shell,"""default_housing5_k4mb1""",,Sale,"$16,250.00","$325,000.00",PAID OFF,9/9/2025 20:02:07,0,False,,,❌,❌,20,
,,Sandy,42326.0,,Sandy Motel Rm#201,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,6066,42511.0,,Vinewood Hills Kimble Hill Dr 524,shell,"""deluxe_housing1_k4mb1""",,Sale,"$95,000.00","$1,900,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
LP1E203K,Reginald Cooke,974,42621.0,,974 House 1 Roxwood,shell,"""highend_housing3_k4mb1""",,Sale,"$14,200.00","$284,000.00",PAID OFF,9/15/2025 19:28:36,0,False,,,❌,❌,20,
,,3002,42650.0,,3002 Warehouse A,shell,"""shell_garagem""",,Rent,$0.00,"$4,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,10007,42679.0,,10007 Warehouse,shell,"""shell_warehouse1""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
H667KW36,wilson fisk,5039,42825.0,,Galapagos Farm Shed B,shell,"""shell_coke2""",,Sale,"$2,500.00","$50,000.00",PAID OFF,9/15/2025 0:00:22,0,False,,,❌,❌,20,
,,6013,42892.0,,6013 North Rockford Drive,shell,"""highend_housing1_k4mb1""",,Sale,"$125,000.00","$2,500,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
RN7M518R,Don Marino,8254,42943.0,,8254 Gas Station,shell,"""shell_gunstore""",,Rent,$0.00,"$5,450.00",RENTAL PROPERTY,9/15/2025 6:21:07,0,False,,,❌,❌,5,"ltd_8254, gas_8254"
W3CV7B8B,Phil Rogers,7310,43050.0,,7310 West Mirror Drive,mlo,,,Sale,"$43,255.00","$865,100.00","$801,300.00",9/16/2025 3:50:05,0,False,,,❌,❌,20,
,,Kongo Springs,43193.0,"(-3603.85, -3833.64, 0.0)  ",Kongo Springs,shell,"""k4mb1_basement3_shell""",,Rent,$0.00,"$3,500.00",AVAILABLE,AVAILABLE,0,True,$25/Mo,$25.00,❌,❌,30,
OC83YW4S,Amelia Lopez,2024,43217.0,,2024 Smoke Shop,mlo,,,Rent,$0.00,"$1,500.00",RENTAL PROPERTY,9/16/2025 1:40:02,0,False,,,❌,❌,5,smoke_2024
V29FE74Y,Brandon Zane,2007,43267.0,,Grapeseed Grapeseed Main St 131,shell,"""default_housing5_k4mb1""",,Sale,"$16,250.00","$325,000.00","$246,806.00",9/14/2025 23:12:10,0,False,,,❌,❌,25,
OC83YW4S,Amelia Lopez,986,43428.0,,986 Roxwood House 1,shell,"""default_housing6_k4mb1""",,Sale,"$34,000.00","$680,000.00",PAID OFF,9/16/2025 1:40:02,0,False,,,❌,❌,20,
,,7036,43536.0,,7036 Americano Way,mlo,,ed_austinmansion,Rent,$0.00,"$3,500.00",AVAILABLE,AVAILABLE,0,True,$30/Mo,$30.00,❌,❌,5,
Y605YM78,Joseph Stevens,4009,43549.0,,4009 Baytree Canyon Road,shell,"""default_housing4_k4mb1""",,Rent,$0.00,$500.00,RENTAL PROPERTY,9/15/2025 20:06:45,0,False,,,❌,❌,15,
MJM0SD00,Vito Andretti,5009,43557.0,,5009 Tongva Hills Buen Vino Rd,mlo,,,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/16/2025 3:01:22,0,True,$125/month,$125,❌,❌,20,
GJ9OEM90,Adam Small,7330,43767.0,,7330 Utopia Gardens C,mlo,,,Sale,"$48,500.00","$970,000.00",PAID OFF,9/11/2025 3:57:50,0,False,,,❌,❌,5,
L97XI6VH,Ricky Lee,9185,43791.0,,9185 Dutch London Street Apartment E,shell,"""shell_v16mid""",,Sale,"$17,500.00","$350,000.00",PAID OFF,9/16/2025 0:52:14,0,False,,,❌,❌,20,
XOD6A094,George Harris,6067,43863.0,,6067 Marlowe Drive,mlo,,,Rent,$0.00,"$5,000.00",RENTAL PROPERTY,9/13/2025 9:42:37,0,True,$35/Mo,$35.00,❌,❌,5,
NC2TI902,Bebo Santiago,7008,43891.0,,7006 Great Ocean/Route 1,mlo,,,Rent,$0.00,"$7,500.00",RENTAL PROPERTY,9/15/2025 5:44:01,0,False,,,❌,❌,15,
,,9185,44210.0,,9185 Dutch London Apartment F,shell,"""shell_v16mid""",,Sale,"$17,500.00","$350,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
QUWX243G,Dante Veyra,Pink,44213.0,,Pink Cage Rm#1A,mlo,,,Rent,$0.00,$800.00,RENTAL PROPERTY,9/15/2025 4:22:10,0,False,,,❌,❌,5,
,,9324,44375.0,,9324 Murrieta Heights El Rancho Blvd 338,shell,"""warehouse_k4mb1""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,55,
,,5013,44443.0,,5013 Banham Canyon Road,shell,"""highend_housing1_k4mb1""",,Sale,"$260,000.00","$5,200,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
QU197QB0,Jason Duggan,889,44467.0,Testing Purposes,889 Roxwood Farm,shell,"""classichouse2_shell""",,Sale,"$200,000.00","$650,000.00",PAID OFF,9/16/2025 8:31:23,0,False,,,❌,❌,35,
W3CV7B8B,Phil Rogers,9117,44698.0,,9117 Roy Lowenstein Boulevard A,mlo,,,Sale,"$20,000.00","$400,000.00","$380,000.00",9/16/2025 3:50:05,0,False,,,❌,❌,20,
,,DC,44758.0,,dc hotel #104,shell,"""k4_hotel1_shell""",,Rent,$0.00,"$1,300.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,789,44906.0,,789 Roxwood B,shell,"""shell_frankaunt""",,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,5060,44983.0,,Pacific Bluffs Storage Unit2,shell,"""shell_barber""",,Rent,$0.00,"$1,700.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,
Y43ML7N7,Conner Donnelly,Pink,45507.0,,Pink Cage Rm#2A,mlo,,,Rent,$0.00,$900.00,RENTAL PROPERTY,9/15/2025 23:51:21,0,False,,,❌,❌,5,
,,Sandy,45523.0,,Sandy Motel Rm#211,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
XOD6A094,George Harris,7295,45633.0,,7295 Bridge Street,mlo,,,Rent,$0.00,"$3,000.00",RENTAL PROPERTY,9/13/2025 9:42:37,0,True,$15/Mo,$15.00,❌,❌,5,
LP1E203K,Reginald Cooke,6183,45757.0,,6183 Dealership,mlo,,,Rent,$0.00,"$7,500.00",RENTAL PROPERTY,9/15/2025 19:28:36,0,True,$50/month,$50.00,❌,❌,5,dealership_6183
,,Sandy,45808.0,,Sandy Motel Rm#106,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,Sandy,45812.0,,Sandy Motel Rm#202,mlo,,cfx_gn_sandy_motel,Rent,$8.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
F98PQB1O,John Rolex,972,45816.0,,972 House 2 Roxwood,shell,"""manor_housing1_k4mb1""",,Sale,"$95,000.00","$1,900,000.00","$1,442,873.00",9/15/2025 8:54:15,0,False,,,❌,❌,20,
X52Q5SGO,Benny Bucco,3008,45817.0,,3008 24/7 LTD,mlo,,,Rent,$0.00,"$5,000.00",RENTAL PROPERTY,9/16/2025 0:48:01,0,False,,,❌,❌,5,"247_3008, gas_3008"
F9TEOUIK,Twin Turbozs,4019,45827.0,,4019 Route 68 Trailer,shell,"""shell_trailer""",,Sale,"$4,000.00","$80,000.00",PAID OFF,9/5/2025 5:16:25,0,False,,,❌,❌,20,
,,1024,45849.0,,1024 Unit 13,shell,"""k4_motel2_shell""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,3009,45897.0,,3009 Sandy Shores Zancudo Ave 988,mlo,,,Sale,"$16,737.90","$334,758.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,8002,46080.0,,8002 Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
PR90A7H0,Henry Bone,4009,46137.0,,Rent House 1 4009,shell,"""default_housing4_k4mb1""",,Rent,$0.00,$500.00,RENTAL PROPERTY,9/12/2025 22:04:07,0,False,,,❌,❌,15,
FIX53751,Tyler Jackson,2040,46183.0,,2040 Small Warehouse,shell,"""shell_warehouse2""",,Sale,"$8,750.00","$60,000.00",PAID OFF,8/30/2025 3:16:17,0,False,,,❌,❌,15,
JJSZRYHL,Benjamin Pierce,7028,46292.0,,7028 Cougar Avenue Apartments,mlo,,,Sale,"$82,500.00","$2,800,000.00",PAID OFF,9/16/2025 4:15:35,0,False,,,❌,❌,25,
T091944A,Tommy DeLuca,7144,46559.0,,West Vinewood Hawick Ave 646,shell,"""k4mb1_house1_shell""",,Sale,"$5,416.00","$108,333.00",PAID OFF,9/16/2025 2:52:40,0,False,,,❌,❌,20,
,,7338,46610.0,,7338 East Mirror Drive,mlo,,,Sale,"$37,250.00","$745,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,
,,2012,46713.0,,2012 Grapeseed Grapeseed Main St 161,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
Y6FUOTFA,Cassandra Moore,3052,46779.0,,3052 Alien Mobile Home,shell,"""shell_trailer""",,Sale,"$5,750.00","$115,000.00",PAID OFF,9/15/2025 23:39:38,0,False,,,❌,❌,8,
,,9082,46844.0,,9082 Apartment 1,shell,"""shell_v16mid""",,Sale,"$13,750.00","$275,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
E1KI3SIT,Kenneth Oneill,9118,46856.0,,9118 Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/5/2025 22:24:52,0,False,,,❌,❌,20,
,,7338,47176.0,,7338 Mirror Park Boulevard,mlo,,,Sale,"$37,250.00","$745,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
Z9A69J47,Bjord Gunn,8107,47418.0,,8107 Bay City Ave,shell,"""gunworkshop_k4mb1""",,Sale,"$16,250.00","$325,000.00","$65,606.00",9/15/2025 2:25:05,0,False,,,❌,❌,20,
,,7299,47648.0,,7299 Clubhouse,mlo,,BASE - Mirror Park MC,Rent,$0.00,"$5,100.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,bar_7299
F962ZZNQ,Luciel Blackwood,5025,47840.0,,5025 Mechanic & Parts,mlo,,,Rent,$0.00,"$5,000.00",RENTAL PROPERTY,9/16/2025 14:10:13,0,False,,,❌,❌,30,"autopart_5025, mechanic5025"
OC83YW4S,Amelia Lopez,986,47847.0,,986 House 2 Roxwood,shell,"""default_housing6_k4mb1""",,Sale,"$30,000.00","$600,000.00",PAID OFF,9/16/2025 1:40:02,0,False,,,❌,❌,4,
,,1024,47870.0,,1024 Unit 6,shell,"""k4_motel2_shell""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,6068,48102.0,,6068 Marlowe Drive,mlo,,,Sale,"$612,450.00","$12,249,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,12,
FWC93543,Glory Reigns,3025,48112.0,,3025 Marina Drive,shell,"""shell_medium2""",,Sale,"$12,500.00","$250,000.00",PAID OFF,8/31/2025 2:44:33,0,False,,,❌,❌,5,
B6DSHMOQ,David Anderson,7311,48164.0,,7311 West Mirror Drive ,mlo,,,Sale,"$54,450.00","$1,089,000.00","$619,434.00",9/8/2025 8:46:07,0,False,,,❌,❌,5,
,,Sandy,48174.0,,Sandy Motel Rm#212,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
DJKGXL2C,Elijah Brown,5047,48260.0,,5047 Banham Canyon Great Ocean Hwy 145,shell,"""manor_housing1_k4mb1""",,Sale,"$90,000.00","$1,800,000.00","$566,440.00",9/16/2025 5:23:47,0,False,,,❌,❌,20,
T6U77PLL,Chris Gentry,3056,48323.0,,3056 Mechanic & Gas,mlo,,,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/13/2025 2:51:24,0,True,$50/Mo,$50.00,❌,❌,30,"autopart_3056, gas_3056, mechanic3056"
,,5060,48481.0,,Pacific Bluffs Storage Unit4,shell,"""shell_barber""",,Rent,$0.00,"$1,700.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,
JCGDC297,Roger Salinas,788,48712.0,,788 Roxwood A,shell,"""medium_housing1_k4mb1""",,Rent,$0.00,"$3,000.00",RENTAL PROPERTY,9/13/2025 5:02:36,0,False,,,❌,❌,20,
KKHS58RM,Jake Dexter,1106,48851.0,,1106 Activity Store,shell,"""shell_warehouse3""",,Rent,$0.00,"$5,800.00",RENTAL PROPERTY,9/16/2025 8:22:19,0,False,,,❌,❌,5,activities_1106
E613P93B,Salvatore Lucianoo,8052,49119.0,,8052 Smoke,mlo,,hn_cigar_bar_mr,Rent,$0.00,"$1,500.00",RENTAL PROPERTY,9/16/2025 12:53:42,0,False,,,❌,❌,5,smoke_8052
,,8182 B,42034.0,,8182 Popular Street Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,5060,49183.0,,Pacific Bluffs Storage Unit 1,shell,"""shell_barber""",,Rent,$0.00,"$1,700.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,
VG6XO83J,Lucy Jager,9050,49195.0,,9050 Strawberry Ave,shell,"""shell_warehouse1""",,Sale,"$7,500.00","$60,000.00",PAID OFF,9/14/2025 19:20:12,0,False,,,❌,❌,5,
,,798,49301.0,,798 Clubhouse,mlo,,,Rent,$0.00,"$5,200.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
YT338PMV,Stevy Emm,Nammu Rock,49317.0,"(-5927.29, 5392.04, 0.0)",Nammu Rock,shell,"""k4mb1_basement1_shell""",,Rent,$0.00,"$4,500.00",RENTAL PROPERTY,9/16/2025 7:41:01,0,True,$35/month,$35,❌,❌,40,
W35BL4HK,Jackie Jenkins,8131,49540.0,,8131 House B,mlo,,,Rent,$0.00,"$3,500.00",RENTAL PROPERTY,8/26/2025 15:51:32,0,False,,,❌,❌,20,
EX2788JC,Greyson Halloway,7033,49711.0,,7033 Sam Austin Drive,shell,"""manor_housing1_k4mb1""",,Sale,"$200,000.00","$4,000,000.00","$3,467,500.00",9/16/2025 6:31:51,0,False,,,❌,❌,20,
,,Sandy,49722.0,,Nice ass place,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,2003,49920.0,,2003 Union Road Warehouse,shell,"""stashhouse3_shell""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,25,
,,7189,50042.0,,Alta Las Lagunas Blvd 464,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,40,
,,1046,50074.0,,1046 Warehouse,shell,"""warehouse_k4mb1""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,9102 A,99165.0,,9102 Grove Street A,shell,"""default_housing5_k4mb1""",,Sale,"$21,000.00","$420,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,7319,50152.0,,7319 West Mirror Drive,mlo,,,Sale,"$51,150.00","$1,023,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
QJV6AUMA,Loc Dog,4016,50247.0,,4016 Route 68 B,shell,"""shell_trailer""",,Sale,"$4,000.00","$80,000.00",PAID OFF,9/16/2025 4:21:34,0,False,,,❌,❌,20,
,,3034,50275.0,,Stab City Warehouse 2,shell,"""shell_warehouse3""",,Rent,$0.00,"$2,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,5047,50360.0,,5047 Great Ocean Highway A,shell,"""highend_housing2_k4mb1""",,Sale,"$90,000.00","$1,800,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
B9193N04,Lucille Grace,6152,50484.0,,Vinewood Hills Picture Perfect Drive 349,shell,"""shell_michael""",,Sale,"$44,500.00","$890,000.00","$675,871.00",9/16/2025 2:13:17,0,False,,,❌,❌,20,
OW2MWD0E,Brian King,9385,50625.0,,9385 Warehouse,shell,"""shell_warehouse1""",,Sale,"$8,350.00","$60,000.00",PAID OFF,8/2/2025 18:31:45,0,False,,,❌,❌,20,
O0N47BKI,Arthur McFarland,5059,50661.0,,Banham Canyon Ineseno Road 368,shell,"""k4mb1_loft3_shell""",,Sale,"$25,000.00","$500,000.00",PAID OFF,9/6/2025 3:04:59,0,False,,,❌,❌,20,
,,DC,50986.0,,dc hotel #202,shell,"""k4_hotel2_shell""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
I3L679NA,tray varlack,9103,51003.0,,Grove St Home 9101,mlo,,,Sale,"$20,750.00","$415,000.00","$321,242.00",9/15/2025 12:00:12,0,False,,,❌,❌,5,
H5931E5I,Valeria Cruz,6049,51006.0,,6049 N Milton Road,mlo,,,Rent,$0.00,"$5,250.00",RENTAL PROPERTY,9/14/2025 22:02:59,0,True,$35/Mo,$35.00,❌,❌,15,
ETUL669H,James Gallo,8118,51058.0,,8118 Vespucci Canals Vespucci Blvd,shell,"""classichouse2_shell""",,Sale,"$16,000.00","$320,000.00",PAID OFF,9/14/2025 2:40:19,0,False,,,❌,❌,20,
,,922,51224.0,,922 24/7,shell,"""k4mb1_basement5_shell""",,Rent,$0.00,"$4,897.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,247_119
,,Sandy,51621.0,,Sandy Motel Rm#217,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,9112,52053.0,,Davis Covenant Ave 963,shell,"""default_housing5_k4mb1""",,Sale,"$25,000.00","$500,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Forum,52122.0,,Forum Drive Apartments #6,shell,"""k4_motel1_shell""",,Rent,$0.00,$800.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
TAJH2HUB,Michael Donovan,9001,52651.0,,9001 Mutiny Road,shell,"""shell_warehouse1""",,Sale,"$5,750.00","$60,000.00",PAID OFF,7/19/2025 6:02:35,0,False,,,❌,❌,20,
OUS03572,Skip Larmer,10032,52732.0,,10032 Mechanic,shell,"""shell_garages""",,Rent,$0.00,"$4,000.00",RENTAL PROPERTY,9/16/2025 3:01:31,0,False,,,❌,❌,20,mechanic10032
E282VC12,Jaquan Chavis,3045,52748.0,,3045 Route 68,shell,"""shell_trailer""",,Sale,"$5,000.00","$150,000.00",PAID OFF,9/14/2025 2:25:33,0,False,,,❌,❌,5,
,,3020,65588.0,,3020 Cholla Springs Ave,shell,"""medium_housing3_k4mb1""",,Sale,"$13,000.00","$260,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
EX2788JC,Greyson Halloway,8222,53167.0,,8222 La Puerta Goma St 555,shell,"""classichouse3_shell""",,Sale,"$6,750.00","$135,000.00",PAID OFF,9/16/2025 6:31:51,0,False,,,❌,❌,20,
MPVWX7WE,kevin vella,1017,53386.0,,1017 Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/16/2025 8:50:01,0,False,,,❌,❌,10,
,,3057 B,53498.0,,3057 Senora Way B,shell,"""shell_trailer""",,Sale,"$3,750.00","$75,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,6,
,,Moana Reef,53583.0,"(-994.12, -5568.72, 0.0)",Moana Reef,shell,"""k4mb1_basement4_shell""",,Rent,$0.00,"$4,000.00",AVAILABLE,AVAILABLE,0,True,$30/Mo,$30.00,❌,❌,30,
K7CU28V2,Brandon Rockford,7329,53666.0,,7329 Utopia Gardens ,mlo,,,Sale,"$48,500.00","$970,000.00","$238,868.00",9/14/2025 6:38:34,0,False,,,❌,❌,5,
,,783,53727.0,,783 Roxwood E,mlo,,,Rent,$0.00,"$4,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
E613P93B,Salvatore Lucianoo,7302,53751.0,,7302 Mirror Park Blvd,shell,"""shell_gunstore""",,Rent,$0.00,"$5,450.00",RENTAL PROPERTY,9/16/2025 12:53:42,0,False,,,❌,❌,5,"ltd_7302, gas_7302"
,,2048,53782.0,,2048 Clubhouse,mlo,,rfc_motoclub_mlo,Rent,$0.00,"$6,450.00",AVAILABLE,AVAILABLE,0,True,$25/Mo,$25.00,❌,❌,5,"bar_2048, gas_2048"
G0BJW967,James Franks,1059,62674.0,,1059 Procopio Drive,shell,"""shell_frankaunt""",,Sale,"$13,750.00","$275,000.00",PAID OFF,9/16/2025 0:48:53,0,False,,,❌,❌,20,
W0RLF0V3,Jaieger Cage,8101,53937.0,,8101 Vespucci Beach,shell,"""deluxe_housing1_k4mb1""",,Sale,"$60,000.00","$1,200,000.00",PAID OFF,9/12/2025 21:14:22,0,False,,,❌,❌,20,
Q2U4968A,Tommy Weber,7173,54291.0,,7173 Mechanic Shop,mlo,,,Rent,$0.00,"$4,000.00",RENTAL PROPERTY,9/16/2025 3:28:58,0,False,,,❌,❌,15,"autopart_7173, mechanic7173"
ZW71YK3B,Stepphi Gale,8230,54318.0,,8230 Dealership & Mechanic & Parts,mlo,,,Rent,$0.00,"$7,500.00",RENTAL PROPERTY,9/16/2025 1:30:57,0,True,$75/Mo,$75.00,❌,❌,8,"autopart_8230, dealership_8230, mechanic8230"
,,Sandy,54502.0,,Sandy Motel Rm#110,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,Eastern,54721.0,,Eastern Motel Rm# 004,mlo,,,Rent,$0.00,$600.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
DQN45GMG,John Hall,7329,54924.0,,7329 Utopia Gardens House B,mlo,,,Sale,"$48,500.00","$970,000.00","$437,714.00",9/15/2025 17:16:42,0,False,,,❌,❌,20,
,,5060,55259.0,,Pacific Bluffs Storage Unit3,shell,"""shell_barber""",,Rent,$0.00,"$1,700.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,
DRHAB7DI,Nazir Sterling,5018,55543.0,,5018 Marlowe Drive,mlo,,,Rent,$0.00,"$8,950.00",RENTAL PROPERTY,9/16/2025 1:33:17,0,True,$35/Mo,$35.00,❌,❌,20,
ALB6ZKNQ,Logan Ward,7331,55592.0,,7331 Utopia Gardens,mlo,,,Sale,"$48,500.00","$970,000.00",PAID OFF,9/12/2025 23:34:50,0,False,,,❌,❌,5,
M75XPPZN,Cletus Ward,8193,55777.0,,8193 Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/10/2025 23:50:35,0,False,,,❌,❌,20,
,,7330,55916.0,,7328 East Mirror Drive,mlo,,,Sale,"$48,500.00","$970,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,1024,56110.0,,1024 Unit 12,shell,"""k4_motel2_shell""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
TAJH2HUB,Michael Donovan,8209,56213.0,,8209 Warehouse,shell,"""warehouse_k4mb1""",,Sale,"$20,750.00","$60,000.00",PAID OFF,7/19/2025 6:02:35,0,False,,,❌,❌,20,
,,911,56219.0,,911 House 1 Roxwood,shell,"""classichouse2_shell""",,Sale,"$17,500.00","$350,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
U58I1I0R,Leilani Luciano,7137,56247.0,,7137 Smoke Shop,shell,"""shell_store2""",,Rent,$0.00,"$1,500.00",RENTAL PROPERTY,9/16/2025 3:34:42,0,False,,,❌,❌,5,smoke_7137
,,Sandy,56344.0,,Sandy Motel Rm#213,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
G070811P,Prismo Wishmaster,1085,56426.0,,1085 Chiliad Barnhouse,shell,"""shell_weed""",,Sale,"$6,000.00","$120,000.00","$111,588.00",9/16/2025 5:38:25,0,False,,,❌,❌,20,
,,Sandy,56455.0,,Jethro's Shitthole,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,5047,56493.0,,5047 24/7,mlo,,,Rent,$0.00,"$5,200.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,247_5047
G0BJW967,James Franks,3050,93819.0,,3050 House,shell,"""k4mb1_house1_shell""",,Sale,"$10,450.00","$209,000.00",PAID OFF,9/16/2025 0:48:53,0,False,,,❌,❌,20,
UM3Q7ALS,Valkyrie Scorpion,912,56660.0,,912 Roxwood House B,shell,"""classichouse3_shell""",,Sale,"$18,250.00","$365,000.00",PAID OFF,9/16/2025 5:25:43,0,False,,,❌,❌,20,
,,Sandy,56681.0,,Sandy Motel Rm#208,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,8208,56763.0,,8208 Warehouse,shell,"""shell_store1""",,Rent,"$27,500.00","$2,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,50,
,,9290,91456.0,,9290 Clubhouse,mlo,,9289_SOAHQ,Rent,$0.00,"$5,750.00",AVAILABLE,AVAILABLE,0,True,$100/Mo,$100.00,❌,❌,20,bar_9290
,,Sandy,56811.0,,Sandy Motel Rm#203,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,1024,56820.0,,1024 Unit 5,shell,"""k4_motel2_shell""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
L2GE789M,Moose Ehdian,3057 A,56838.0,,3057 Senora Way A,shell,"""shell_trailer""",,Sale,"$5,000.00","$100,000.00","$88,647.00",9/16/2025 14:10:13,0,False,,,❌,❌,6,
,,4011,57022.0,,4011 LTD&Gas,shell,"""shell_warehouse3""",,Rent,$0.00,"$3,750.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,gas_4011
,,Roxwood,57033.0,,Roxwood Heights Room 202,shell,"""k4_motel3_shell""",,Rent,$0.00,"$2,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
